node1,node2
O14893,P17342
O75694,Q86WV1
P62312,Q86UP2
Q12815,P61619
P01563,P53365
Q99615,Q92542
P05231,Q9NPC6
Q9BUL9,O75807
P05787,P81274
Q96EV8,P19838
Q8NHG8,Q12959
O95319,Q9UMD9
Q9UPM8,P45984
P09486,Q13418
P02679,P36578
P36957,Q15388
P22830,P67809
Q8TEK3,Q96EP0
P09874,P84243
Q14315,O43293
Q9H2K2,Q9UQQ2
Q9P246,Q6UXN9
P28328,Q9NZD8
Q29RF7,Q9NS00
P32780,P17152
P46976,Q9NPC6
Q9P0R6,P19838
P01730,O95163
Q9UPY6,O95977
Q12815,P46736
Q9Y6D6,Q03933
O15265,O75962
Q9UBF8,Q06587
Q9HAP2,O95197
P07858,O95613
Q9NZN8,Q58A45
P68543,P53999
Q9UBP6,Q8TD31
Q9UBU7,Q9Y376
P40222,Q9Y5B0
Q9Y6R0,Q8WWW8
Q9UBS5,Q9H9E3
P06703,Q6ZYL4
P06702,P30153
P06734,Q6S5L8
P55072,Q9UQB8
P35613,Q9Y281
O14802,P22307
Q5PRF9,Q9NPH3
Q08043,Q86SE9
Q9ULZ2,Q5VWG9
Q16666,Q15386
P01019,Q16828
Q9NP84,Q9BWU0
P31930,Q13643
O95405,P10398
Q9UER7,P61925
O94889,Q9HC98
Q99741,P62820
Q6VMQ6,Q6N043
Q9UMX0,Q92793
Q8WZ42,P20827
Q01105,Q6W2J9
P10114,Q9UK41
Q9HBI0,Q9P2R6
P21453,O00626
Q8N531,P85037
P61956,Q719I0
O00148,O95336
P01563,P62736
Q9H0D6,P63241
Q9H1K1,O95758
Q15013,O15297
Q13596,Q8IWZ3
Q13614,Q07960
Q06587,Q9BRQ0
Q9NPH3,O95257
P60866,Q02930
P49642,Q15311
O43488,Q9UM54
Q6P2E9,P50553
Q8IWZ3,P48061
O43292,Q15406
P01040,Q9Y2R2
Q5VWG9,Q96F07
P53999,P22223
Q5VST9,P19532
O14497,Q12802
Q15022,Q9BYG3
Q16665,Q9BX63
Q9UNF0,Q9Y3M2
P17813,O95573
Q8TDR0,Q9H0W8
P20702,Q6NZY7
Q9BXL7,Q9NP97
P46736,Q9HBZ2
Q8NBW4,P40939
P11912,P26010
O15400,O43933
P08047,Q96A72
Q9UPW8,P11166
Q93096,O14948
P31321,P68871
Q9UGJ0,Q8WVB6
Q7Z4I7,Q13404
P06307,Q5T1R4
Q9Y6M7,P18031
Q9NYG5,Q9BU61
Q9NPG3,P63010
Q15555,Q92781
Q8NAV1,Q969T9
P17980,Q13233
Q9UL46,P35557
P17181,P00533
Q14451,P26367
Q5T4F4,O00626
P14373,Q9NQ94
Q702N8,Q96FJ2
Q16548,Q8NHM5
Q16890,Q9NP64
P02747,Q9UM54
Q9HBM6,Q9UBF1
Q9H4L5,P09913
Q14241,P38117
Q70CQ1,P31314
O00300,Q9H0M0
Q9UPZ3,Q15723
P04075,P81408
P19256,Q4AC94
P57775,Q9UJY5
Q96EK4,O95967
P52655,Q9UBU7
Q9UHD1,Q9BW11
O43566,Q12802
Q15596,P63220
P22223,Q8N1E6
Q9Y6K9,Q9BZD4
Q96EB6,Q9UK53
P43146,Q96NY9
Q92887,P10747
Q7L2E3,Q9NZC9
P49795,Q6PJG6
Q9H4H8,P49789
Q7Z628,O75956
Q9Y6R0,Q8IUH3
P37023,P61925
P05109,O00308
Q01844,O14958
O43583,P83436
Q00975,P30533
O15400,P55317
Q15650,P09493
Q13472,Q12873
O95373,P30153
Q9NRR4,O75928
Q5JQC9,O00141
Q07889,P08684
P02778,O00189
P05412,P02730
Q16513,Q99962
Q6ZRV2,P02792
P78357,P45880
Q9NVD7,P40937
Q9NZL6,Q15389
O14613,P01730
Q71F23,Q96MH2
P41236,Q92925
O00548,P51532
Q9P2W3,Q99584
Q13554,Q96MH2
Q13625,Q9BU64
Q12860,Q15404
P30542,Q9UGI9
P0CG47,Q9UL63
Q16650,O60885
Q07352,Q19AV6
Q9UMD9,P35269
Q9NPG3,Q86WT1
Q86VN1,P15018
Q8IU60,P28161
Q86Y91,P08637
O94966,Q9BWW4
Q8IVH8,Q9Y2D1
P17661,P62873
Q15311,P68363
Q9UM07,Q6IBW4
Q15436,Q9HCJ0
P14859,P38484
P50461,P83436
Q9Y5B0,P04150
Q8WXX7,P33552
P22307,P30101
Q06828,Q9HD67
P11142,P04085
Q9H9H4,P12235
O43294,P04229
O95232,Q9BQ67
Q02952,Q92918
Q14974,Q16602
Q86XR7,Q9HD26
Q5SW96,P07315
Q16739,P36941
Q13137,Q8IZJ1
P40227,P61218
P21810,Q9Y5S2
O60716,P32004
Q7L273,P31689
Q96II8,Q86SE9
O75800,Q8NFZ5
P62304,O75531
Q16543,Q86XK2
Q15233,P41212
Q92838,P18615
Q13057,Q9BRQ0
P78314,Q13507
P12235,O94906
Q14691,Q9Y6Q9
Q969G3,P24522
P61764,O60678
O60583,O95249
O43242,P31949
P14653,Q86UP2
Q9NVI1,Q6IAA8
Q9UBP6,P60842
Q93052,Q12996
P36896,O15519
Q9P2B4,Q6ZW49
Q9P0P0,O15511
P08476,Q8TBK2
P13612,Q06643
P31948,O14948
Q00987,P11802
Q93096,Q15788
Q9UQK1,Q8TF74
P36578,Q6IAA8
P35638,P46776
P30542,Q9NNX6
P19447,P05230
P28336,O15344
P50150,Q8N3X1
Q99640,O95243
Q6GQQ9,P62834
Q00005,P98160
P33552,P46531
Q9NVR7,P55795
Q9Y265,Q9H270
P51693,Q8TDW5
Q96EB6,P55199
O75489,P14543
Q96EK5,Q15334
Q16611,Q5T1R4
Q9UPY8,O75807
P10155,Q9HCS4
P04066,Q96JC9
O15360,Q70CQ1
P61006,O60678
Q9UL03,Q68EM7
Q9Y6D9,Q13523
Q13315,P49257
Q01664,Q5JY77
P05771,Q86WV1
Q9BXL7,Q5T7V8
Q9H2L5,P50453
P11802,P04198
P61587,Q6VAB6
P25103,Q01105
Q6P2Q9,P26715
Q2M1K9,Q07666
P46940,Q86XK2
O94889,Q86VS8
P15941,P40939
Q00872,Q86US8
P60709,Q9UL62
P22301,Q13936
P56159,Q8WVY7
P01034,Q9UQE7
P02751,Q9UPT5
P62195,Q99418
Q99996,Q03519
Q9ULB1,P25800
Q9NZN5,Q14686
Q8IXI2,P16152
Q8TAC2,Q8IWU2
Q9H307,Q99547
Q8N1F8,Q9H845
Q9BPZ7,Q96HS1
P68543,Q13155
Q15363,P78357
Q7Z6B0,O75396
Q8IXJ9,Q9UI14
Q969H4,Q13285
P62841,P23396
Q86U86,Q9NS28
Q9H1K0,Q99748
P35080,Q13094
Q9UNL4,Q4AC94
P11362,Q13509
Q96B26,Q9Y3U8
P23469,Q96EP0
Q9C035,Q7L5D6
Q9BY77,Q6PI26
Q9P0U4,P51684
Q68E01,P10644
O15516,Q13478
P98164,Q92925
P40926,Q86US8
P06396,Q9Y264
O75489,P39905
O43639,P01241
Q14289,Q9UK53
Q07666,O14770
Q9BY84,Q15459
Q9Y2H1,P43627
Q13474,P55089
P52701,Q9HBE1
P50570,Q4G0J3
Q66PJ3,Q9Y3L3
P09326,Q14393
P50553,Q16828
Q15628,P67809
Q9GZQ3,Q6P1N0
O43513,Q9NNX6
Q9BVC4,P49767
Q13107,P68106
Q9Y3E5,Q9BUE0
P23769,Q13002
Q8TEP8,Q01081
Q9BVC4,P52435
Q8IU60,O15145
Q9UBF1,Q14582
Q15465,Q13490
O95257,Q5TD97
Q15427,P51149
Q6EEV6,P15692
Q14643,Q9GZQ8
P62820,Q9UIU6
P32302,Q9BRK5
Q13352,Q9BW11
P52701,Q03518
Q14457,Q96IF1
Q9BUQ8,Q9NW38
Q9UNE0,P28360
O95376,Q5VVQ6
P49767,P84103
Q96B67,Q9NNX6
Q92834,Q9UMZ2
P16104,Q9Y6H5
Q8WXH0,P24278
O94817,Q96T58
P02747,P62328
Q7Z4H7,Q9H0U4
P50151,P48546
Q33E94,O75150
Q13233,O60609
Q9H4I2,P43628
Q9UHD8,O14745
Q04724,Q15562
Q5T4F4,P47755
P09651,P23469
Q7Z465,Q13451
P62140,Q14582
P23193,P62841
Q9H2K2,P02452
O75150,Q8IUC6
P29083,P78552
Q96A44,P53992
Q9Y4A5,Q9NVI1
P15173,Q4AC94
Q8TDB6,Q13555
O95149,Q9UKV8
Q8IZD4,Q49AN0
Q8NB46,Q7Z6Z7
P55273,P17152
Q07020,Q9NP64
P19544,O15297
Q86UQ8,Q15366
Q7Z406,O15511
O14979,O14948
Q9HB89,P42345
O15211,Q9NNX6
P21953,Q9P2W9
Q969P0,O15511
P07196,Q9Y3M2
Q00577,P62316
O60927,P38606
Q15649,Q96AX1
Q01892,P17600
P13056,Q9BQF6
Q6PCD5,Q8TAA9
Q14957,P51531
Q9H3U1,Q8TCJ0
P41134,Q6R327
Q9P0U4,Q9UPN3
Q9UBP6,Q9BQF6
Q9Y3I1,Q14118
Q9NPC6,P18859
P43246,P08700
Q92574,P25189
Q96FJ0,P04198
P46976,Q8IU81
Q9UPW8,Q8WVM7
Q9P2J5,P57740
Q9UJV9,Q9H1D0
Q9UNY4,P30876
Q6P2E9,Q9HAJ7
P04049,P10644
Q9Y613,Q6PIJ6
O60583,Q92540
P23396,Q9H469
Q9H0K1,P50914
Q9H7D7,Q92813
Q99759,P23327
P53365,Q13155
P57740,O75330
Q12905,Q96FV9
Q9H2X0,Q9HBH9
Q12774,Q9UNS2
Q8IVP5,Q14114
Q07864,P42680
Q9HD26,P12270
Q7Z6M1,P61163
P25189,Q9Y6E0
Q6GTX8,Q96L14
Q9UGM3,P49840
Q9NVF7,Q86UL8
P18887,Q9BVM2
P61978,O00273
O43196,P57796
P23763,P23582
Q9H9G7,O94927
P42568,Q9NZC9
Q9ULT6,P53611
Q15543,P23511
Q96A72,Q9UBP0
P04075,Q9HAJ7
Q9ULZ3,Q9Y2M5
Q6TFL4,Q99871
P15863,P16109
P30876,Q9Y2D1
P02748,Q5VTL8
P19474,P02774
O75925,Q9P2M1
P02654,Q9UKJ1
P09683,O75695
P68543,P41208
P78543,O43521
Q9UQK1,P32004
O75448,P30460
Q9Y5P4,Q9GZM8
O14893,Q9P2W3
Q5XPI4,Q93008
P55273,Q8TDX7
Q5VTB9,Q96RT8
P35637,P07992
O75410,Q9Y6M7
Q9UBU8,P00736
Q9UP52,Q9Y376
Q96LC9,Q03518
P51813,P11308
O00716,P42772
P62166,Q13586
P12270,P13987
Q6GTX8,Q9UJW3
P11912,P30556
Q9UGI8,Q99958
Q8IVI9,Q13009
Q96AY2,Q15208
P42336,Q92887
P02654,P05230
Q8TEP8,P11171
P48145,Q9NZD8
O00623,P04229
Q9Y2Z9,Q9NW38
P50553,P05546
Q9Y2Y9,P36578
Q8TBZ3,Q96BH3
Q99732,P43250
O00124,P32246
Q08AG7,P10809
Q00536,Q9NRG4
P35638,P24864
Q9BQA1,P52952
Q15650,P19256
Q8N122,Q14C86
Q7LBR1,P78357
Q13107,P17861
Q7L3B6,Q13061
O15155,Q12874
P04141,Q9BVG8
P00918,Q9GZT9
P61923,Q13347
O00541,P50151
P54764,P02774
P26715,Q8WW38
P30405,P13598
Q86U42,Q9BQB6
O94888,Q9P2G9
Q12905,P17342
Q9H9A7,Q14974
Q15833,P07992
O75955,O43670
P61587,Q96RU3
P12956,Q96DB2
Q9Y2U8,P23760
P25774,O75791
P62820,Q9H8Y5
P24386,Q15833
Q9BVA0,P35080
Q16666,Q16825
Q9UI14,P23945
P61077,Q12769
Q8WZ42,P09622
Q13402,P10747
O96013,Q6PI26
Q14677,P25789
P35227,Q02388
O95352,Q86SX6
Q99741,Q92569
P31314,P01730
P46695,P00533
O60516,Q9BPX3
Q6WKZ4,Q96T60
Q14974,Q13838
Q9UHD8,Q9NVD7
Q9UJX3,P24522
Q9UHB6,Q9UER7
P48552,O14925
Q7Z465,Q00526
O95944,Q13889
P53803,P36542
Q9NS28,Q9UBI1
Q969U6,P62328
Q53ET0,P53805
Q9Y5K6,Q5T5X7
Q9UI12,Q00722
Q13188,Q5VZM2
O60684,P00374
O95639,P11308
O00712,O43164
P51668,Q00526
Q13200,O43264
Q96MT8,Q9NZD8
Q9P0U3,P62913
Q8N3F8,P17096
P22001,Q12840
Q02763,P32969
P08962,Q14582
O43913,P08151
Q8N8S7,P35900
Q9UBE0,Q15723
O76003,Q8NI36
P43686,Q15466
P22307,Q16851
P55773,Q8WTR2
Q8WTW3,Q8NFJ9
Q15915,P62913
Q96AY2,Q9UKS6
P49427,Q9BT67
Q8WZ42,Q00536
Q14106,P02788
Q8N5F7,P49238
O15360,Q15120
P17947,O00512
P14678,Q9UBN4
Q6EEV6,Q9UNH7
Q96LR5,Q76FK4
O75689,Q5VT25
P61218,P05156
Q15003,Q9NVK5
Q70IA6,P50213
Q9H4P4,Q86WV1
O75150,Q08050
Q7L2E3,P49354
O75800,P26885
P31314,Q8N3R9
Q5XUX1,P14780
P30876,P57078
Q99459,Q96JC9
Q3KNV8,Q96RT8
Q8IX03,P53567
Q96SN8,P15813
P13725,Q9UJX5
P05412,Q13029
O43187,P15151
Q93074,Q92759
P30542,Q9NR12
O15360,Q14155
Q13227,P23582
P35080,Q8WXH0
Q14451,Q12873
Q92800,P02708
P42858,Q0VDD7
P09629,P15880
O00757,Q9BWW4
Q9BUZ4,Q96JC9
O43752,O75170
Q9P2M1,Q15650
O43566,P22736
Q86YV9,Q9NVK5
Q12788,P81274
Q53T94,Q12906
P62633,Q6R327
Q7L5D6,P19532
Q63ZY3,O43143
Q8N201,P83436
Q93063,Q13285
P55895,Q9Y2Y1
Q9UPY6,P29692
Q93052,Q9C0C2
P28074,P49116
Q6PCD5,Q99961
Q9Y3I1,Q14814
P45984,Q9Y692
O60826,O15111
O94973,Q9UHL9
P50991,Q99748
Q2T9J0,P42226
P28074,P53567
Q8WTS1,O95149
P52597,Q9NPP4
P17980,P32942
O43516,O75791
Q9UNK0,Q9UHB4
Q9Y4A8,P01563
P18848,Q9BY11
P00918,O95336
Q02080,Q9UHB4
P49116,P01892
P54727,O14727
P15863,Q9H9G7
Q8IY92,Q8N3X1
Q9NVX0,Q96QT6
O75317,O14948
P07711,Q9Y5X4
P41180,Q99519
Q8N1E6,Q96FW1
O00585,Q86TM6
Q9UQK1,Q9H9T3
Q99759,Q96E14
Q92813,Q6ZUJ8
Q7L590,O75369
P15692,Q9BV36
Q9UI10,P29320
Q96PU5,Q9UMX0
Q5JSH3,Q6FI81
Q13470,P36404
Q9UBD5,Q9H8T0
P05386,Q8WX92
O75052,Q9HAF1
Q9NZN9,P11684
Q13595,Q9NXV2
O60826,Q8IW19
Q96CA5,O00541
Q9UBZ9,P11387
Q8NFH8,P33993
Q14192,O15455
Q13905,Q9BWU0
Q9UBK9,P46019
O94888,Q9Y3C7
Q13438,Q9UPZ3
Q9UBF8,Q15038
Q9Y2Y9,Q15723
P10588,O95400
P33240,Q96MF7
Q9UI09,Q9UI14
Q4VCS5,Q9Y279
P21506,Q9UK97
Q96KJ9,P17706
O60664,Q9NPC6
P69905,P36578
Q53HV7,Q96M94
Q9H2X0,Q92736
P50750,Q70EL2
Q13554,Q9NY12
Q5VT25,Q7Z5K2
Q9UBU7,O00626
Q06643,Q15365
Q9Y230,O43307
Q13555,P60842
P55039,Q96S55
Q9Y6W8,O14948
Q5T4F4,Q13185
Q15762,P00736
Q9H0F6,O15068
Q99835,P43250
Q9Y383,P53365
P40616,Q8WWW8
P61923,P09326
Q9Y3C8,Q99942
P12314,Q9NPG3
P15407,P20849
Q9UBP6,O00567
P25490,Q9UQ84
Q9H9T3,P18859
O60716,P24539
Q9Y2A7,Q969P5
O43516,Q96BR1
P51884,Q13351
Q9NR33,Q9Y3C6
Q9BWN1,P31749
Q9Y283,Q9UBI6
Q08043,P01275
Q9BVC4,Q15173
Q14957,Q96AY2
Q9Y5Q8,Q9Y6J9
P52298,Q8TDX7
Q00688,P10398
P19438,Q9H0M0
P28562,P06730
Q9UBS0,Q96NA2
Q5VVQ6,Q15262
Q9NRW7,Q9HAW0
Q13625,Q9UNN8
P05109,Q96JM3
O75563,Q6NYC1
P63027,P54646
P22455,O43513
O15068,Q99698
Q13107,O75369
Q9Y2U8,O43236
P08648,Q13505
Q86X29,Q15208
Q12962,P38484
P29375,Q9UNN8
O43680,Q9Y4A5
Q9H8Y8,Q8N5R6
Q9NY33,P04406
O43680,P10144
Q9UMX0,O43639
O60237,P0CG47
Q9BVC4,P49354
Q9NPD3,Q05682
Q9HBI0,Q96AY2
P49821,Q15173
P14373,P14778
O95967,P62491
Q96PB7,P41208
Q13188,Q969G2
P02794,Q14116
Q9Y5Q8,Q9UIB8
P23769,P61201
Q8N531,O76041
O15205,O00762
P54764,Q9HCS4
Q9UNE2,O00585
P13671,O43164
P17980,P35228
P49327,Q6PH81
P25189,Q7L2J0
O95197,Q9H5V8
Q9NRG0,Q96FV9
P33681,O15169
P19387,Q9BW11
Q8IY92,Q02297
Q96RK4,Q86U86
P20749,Q15796
Q96A65,P50539
Q9H175,Q96KJ9
Q9Y383,Q9NP97
Q71DI3,Q8N1I0
P25705,Q9UMW8
P26373,Q99576
Q15672,O75940
Q02487,Q8WXH0
P24390,Q13009
Q15349,Q969T4
Q92530,Q6ICG6
Q9P2J5,Q9Y2W7
P01189,O15061
Q92993,Q9UL46
P22695,Q8TD31
Q14790,P32246
Q14192,Q96M61
Q14194,Q9P086
P18031,Q8N4P2
P26641,P23469
Q99661,P25054
P14373,Q9P000
Q86XR7,Q12860
Q96IF1,P42679
O43896,Q14938
Q9BUL5,P00488
Q6P2E9,P42574
P20749,O43156
P49763,P01019
Q6GPH4,Q6PJG6
Q12906,P19532
Q6ZU15,Q9H4B4
O43670,P13804
Q5JTV8,Q8TD31
Q9H8S9,Q14676
P11166,Q9H4B6
Q9BUQ8,P07992
Q06413,Q8NB12
Q53HL2,Q9UQQ2
Q13011,Q99466
Q8TBZ3,Q9NPA8
Q9P2J5,Q92985
P15407,P25800
P49450,Q15406
P35269,Q01167
Q8IYF3,Q96DE5
P35346,P50151
Q15759,Q9Y279
P61244,O14867
Q9Y6M7,O95071
Q14677,P41279
O60921,P62913
P63279,Q05469
Q9NPA8,P62508
P32245,O43566
Q13332,P16144
Q5T124,O60296
Q9UGI8,Q6PIL6
O00622,Q9Y2A7
Q8WVK2,P85037
P54764,P33991
Q9NV70,Q16537
P32239,Q1KMD3
P00167,O00592
O75832,P35712
P13725,Q9NQC7
P46940,P18621
O60826,Q12802
Q9BVA0,Q9BU64
Q12913,O43508
Q6N043,P61968
Q5MJ70,Q9H6Z9
Q8IZD4,O96028
Q49AN0,Q9H2G9
Q8N4P2,Q5T9L3
Q6GTX8,Q9UHN1
Q13352,Q86US8
O14796,O00186
Q99627,P20042
P42345,P09211
Q5VST9,P49768
Q14990,Q9HB90
O43815,P78364
P62841,P08151
Q9NYY3,P35658
Q9UKL3,P10515
P51825,Q9Y5Z7
P22695,P36402
Q96EK5,Q9H553
P04141,Q8WUI4
Q9NRW1,Q9Y2V3
O14543,Q13277
P30542,Q8N7R7
Q9NP84,Q9NWA0
Q9BSJ2,Q8N6Y0
Q5VST9,Q9UBT6
Q5VVQ6,P42679
Q00597,P08709
P02792,Q8NHW3
O15287,O75807
Q9C086,Q9UKB1
O00220,P06734
Q01664,P25391
O43150,P26374
Q9Y570,Q6W2J9
P24522,Q8WXX7
P05412,Q9H257
Q8WVB6,P51884
O43924,Q4AC94
Q9UKX7,Q13554
Q6UXN9,Q07325
P10071,Q9BSL1
Q9C026,P57740
Q13303,Q8NHW3
Q13485,P05181
Q8IZH2,P49815
Q92529,Q9UBI1
Q92917,Q9H1D0
Q16633,Q8TAA9
Q96MF7,P33552
Q9UI47,P24278
Q9BQA1,Q86SQ9
O43913,Q8NF91
Q66K74,P43250
Q7Z6M2,Q9BRK5
P78364,Q13586
P55081,Q13485
P27658,Q9BQ67
Q8NB16,O95271
Q16613,Q9UPU9
P05112,Q96EK5
P35346,Q9H4E5
Q8N5I2,P49761
Q9GZR2,Q9Y6F1
P62273,Q96AH0
Q15785,Q4VX76
P26640,Q12860
O95243,Q15327
Q9H6T3,O75170
Q8TF74,P49763
P61019,P40222
P25054,O15516
Q13951,Q96RU3
Q9P0R6,Q86U86
P07315,P23142
Q8TEK3,O43597
P15151,Q14186
O14879,Q13509
Q9UGI8,P49137
P00167,Q92667
Q7Z6M2,P42166
Q53HV7,P11308
P32969,P36578
Q9UIF9,Q92837
Q9C005,Q14315
Q15013,Q969G2
Q9H7Z6,P05771
Q9NPD8,P13726
Q12923,Q13951
P30876,P28340
Q13438,O75529
Q99748,P02788
O75147,Q14582
Q99436,Q99835
Q5MJ70,O14579
P07333,Q86WV1
Q9Y2W1,Q9BUZ4
P20594,O60231
Q9Y345,Q68EM7
Q16667,Q8IVI9
Q9UHD8,Q9UHB7
Q9UL25,Q6W2J9
Q7Z6J0,O75317
Q9UGI8,Q8NC51
Q9P0L2,P10644
O43670,P16284
O14965,Q15562
Q8IWL3,O95831
Q9BZE9,Q9NVF7
Q9H6T3,Q9Y2Y1
O60504,P78371
O75676,Q96MH2
Q8WVY7,Q07820
P35219,O75914
Q6R327,O75530
Q96C24,O76021
Q16531,P32245
Q9Y3C8,P53567
Q12906,Q13485
P22674,Q8IX90
P55081,Q9UHV2
Q9UHL9,Q99698
P46939,Q5T9L3
Q8N5M1,P10071
Q9UHV2,Q16828
P11712,Q9UHV2
O60296,Q9UBS0
Q9Y2U8,Q16595
O60264,O43924
Q99081,Q96EK4
Q9BUL9,P10398
P25815,Q9NYB0
Q8N729,O75509
P78314,Q53ET0
Q14974,P37173
P18510,P35228
Q6GQQ9,Q9H9G7
P61328,Q8TD31
P31749,O75150
P01730,O75791
Q5T5X7,Q9UBD5
Q8TAG9,Q9NQC1
P24588,Q9H9Q2
Q86X29,Q99547
Q4G0F5,Q9P287
Q16777,Q9NP85
Q9BQ95,O00255
O15371,Q15311
Q9Y3I1,Q9NYJ8
P48145,Q96JM3
P22307,Q9UK41
P09211,Q9NQB0
P51531,P49768
P19544,Q9H0M0
Q03431,Q9UBP0
P08235,Q9P0K7
P36957,Q8N4P2
O75817,P50461
Q06124,P22736
Q9UPU9,O75530
Q99466,O75170
P29373,O60885
P23297,P45880
O14599,Q15831
P10916,Q9GZX6
Q9UBZ9,Q6FI81
Q9Y6W3,Q92817
Q96S55,Q8WW38
Q86SQ0,Q15154
O14795,Q13571
P52597,P52435
P07900,O94905
P50750,Q9Y5R8
Q8N5Y2,Q9UM73
Q8N2Q7,Q9UPT5
Q13352,P20226
P41217,Q8IUQ4
P78356,Q9NPY3
Q8NFH3,Q70EL2
Q16611,Q9H0A8
Q9P1A6,Q12913
P00374,Q8IWZ8
Q93052,Q14145
P35900,O95503
Q9NY12,Q9Y6D6
Q01844,P22307
O75052,O75525
O95149,Q9UGI9
O14576,Q9UH77
O60264,P53365
P57682,Q9GZT9
Q9Y4Z0,Q9NZM3
Q99627,P36578
O43307,Q96B67
Q01344,Q9BS18
O00716,Q9H1J1
P51679,P32239
P61923,P42574
Q00597,Q9NW38
O14599,Q5MJ70
Q13425,Q86WV1
O43513,P35556
P01236,P54725
P61758,Q9BW71
Q7Z406,O14579
Q9UJT2,Q13936
P29474,Q92569
O14618,Q13042
Q02543,Q9NR33
Q92887,Q16633
P28336,Q13087
Q99942,Q9BXH1
O14649,P68871
Q9Y2W2,P27361
P19474,Q9NPY3
O14901,P24723
Q96RJ3,Q8N7R7
Q7KZ85,Q9NY12
Q9Y239,P30307
P06746,Q13901
O60568,Q9UER7
P15056,O75461
P51170,P48378
P42262,P63220
P81133,P18859
P35241,Q92569
Q14257,Q8N6Y0
Q14512,Q5VST9
Q9H1R3,P36405
P13611,Q9UBU8
P49736,Q9Y6X3
P61962,Q96L14
Q14562,P68032
Q92673,Q02548
P51681,Q13887
P22001,Q9BVI4
Q9UPX8,Q12873
Q05513,Q9HD26
Q9H3Z4,Q92993
O43513,O76064
Q9UPT6,Q8TCJ0
Q9GZY6,Q92854
Q96AE4,Q8WTS1
Q9Y265,O95831
Q86UT5,O15066
P35346,Q07666
P49116,P10589
O75955,Q76N89
Q5T4F4,Q9HAP2
Q96RU7,P52435
Q9H3Z4,P14653
P46060,Q9BY84
Q13478,Q9H0M0
O76003,Q8N488
P55072,Q9HCJ0
Q15080,Q8IZJ6
P27348,O94829
P17096,Q9UNE0
Q8NHG7,O95343
Q9BVG8,Q92569
P46108,P17706
P18887,Q14974
Q15025,Q86Y01
Q96PU5,Q01081
Q6GQQ9,O14727
P05787,A9UHW6
Q9BPW8,P31323
P29622,P78371
Q92574,P41143
O43390,P10912
Q9HB89,Q14315
Q9UGI8,Q13239
O43292,P27986
Q93034,Q96A47
P09972,P23469
Q7Z465,P23142
O95257,P10589
P07101,P53567
P61626,P30679
Q4LE39,Q2QGD7
Q9UMX1,P68871
Q00688,O43670
Q9UQ84,Q99972
Q9UBL3,O95163
P98155,O14879
Q9GZZ9,P61328
Q86U42,P29466
O60741,O15144
P52597,Q9UER7
Q96L73,P30101
Q14498,Q12905
P35228,Q8NB12
Q9NPD3,Q7Z4I7
Q96SB3,Q16656
P15927,O15160
Q06828,P45379
P01116,P27658
O95376,Q68EM7
Q9H765,Q9BWW4
P29320,Q99459
Q7L3B6,Q7Z6M2
P16615,P02788
Q9BVW5,Q96IT1
O60296,Q13895
A9UHW6,P49750
Q9BUL5,P28072
Q96QV1,Q9NX24
P14780,Q8N3R9
P07947,Q16851
Q99958,Q86SQ9
Q8IXJ9,P25789
Q5T2W1,P23142
Q15051,Q9HAU4
P05386,P35080
Q969H4,P85037
P08922,P02765
O43602,O75969
Q96S55,P63241
Q9P2G9,Q92925
P57796,P30101
P48509,P55273
Q8WWN9,Q9H9E1
P98161,O95071
Q92599,P39748
Q9UJV3,O00763
Q93009,O43734
Q92599,P51114
Q9UBT2,P84243
Q8IVH8,O95573
Q6NXR4,Q9UM54
Q08752,Q9UHN1
Q9UK41,Q969P5
P53611,Q15836
O60437,O43251
Q9UMX1,O14543
Q86YR5,P53805
P37840,Q01081
Q9UBQ0,Q53EL6
Q14498,P27695
Q9NQ66,O15511
Q9UPY6,Q9Y3Q8
O14579,Q9UPN3
O60486,Q9Y5N6
P13056,P55089
O75914,P19883
P09493,Q9NPP4
Q13332,Q14197
P14653,P15692
Q02156,O00626
Q6GQQ9,P51170
O75081,P16591
P20936,Q9NZD8
Q96BD8,P13598
Q9UBE0,P51572
P34130,Q9NVK5
P23467,O95067
P47224,Q13643
Q6P2Q9,Q9BVC4
Q99547,Q969P5
Q9Y2X0,Q9Y6J9
O75367,P60953
Q8N8S7,P18846
P47874,O00712
Q9H5V8,Q86SQ9
Q14BN4,P51172
Q6ZU15,P60033
Q14103,Q9H0M0
Q96BD5,P60660
O14974,P51114
Q86U70,P06881
P61081,P17342
P05067,P48764
Q6UXN9,Q9H0K1
Q9Y4Z0,Q96S55
Q14643,O14579
P43005,P55327
Q7L2E3,O75817
Q9Y6X3,Q9UM73
Q14957,P49815
Q9UJT2,P62875
Q9UNP9,P10398
P37088,Q13936
P51681,O15116
P21980,Q9Y3E2
P62979,Q9NRR4
Q06265,O60504
Q9NR33,Q9UKT4
P26045,Q13444
Q13043,P50616
P34998,P78318
P61024,Q6PJG6
Q7Z465,O14879
P53567,P51148
Q99819,Q8N122
P07858,Q9HAP2
Q96JN8,P15924
Q86SZ2,P78527
O15020,P19438
Q01974,P31350
Q02930,Q92777
P62191,P01130
Q9Y2M5,Q13619
P62875,P16234
Q8IUQ4,O00189
O14576,P30460
P50750,Q8NHY5
P50616,Q13287
Q14318,P02708
Q96EK4,O75410
Q9UMX1,Q8N5V2
Q7Z589,P14625
Q12874,Q92837
O60683,P49116
P01160,P38484
Q05513,Q9Y6W3
O15400,P27361
