node1,node2
P24592,O43427
P42766,P50553
Q03135,Q13451
Q14186,Q9UHX1
Q92759,Q9P032
Q8IX07,Q96J02
O95460,Q8IYI6
Q9H160,Q15025
P27348,Q15054
Q9NVC6,Q9NZM3
Q9HCH5,Q96F24
P63151,Q9Y239
Q14994,Q99567
Q9H5I1,Q8N1I0
Q15369,P41279
Q9Y4K4,Q8WVM0
Q01780,Q96JM3
Q96SU4,Q8ND25
O75582,Q8TEB1
P05112,Q9H8V3
P55198,P29350
Q96JB5,P09493
O95628,P23560
Q9NY27,Q96FJ0
P61006,P02788
Q9UHD2,P30988
Q9BWF2,Q6IAA8
Q8WUD4,Q12802
Q96A47,Q9UL18
Q15363,O94906
P28340,Q9UKJ3
Q14764,Q8WVC0
O43464,P16591
Q86UQ8,Q8IWZ6
P07101,Q92918
P35579,Q6NZY7
O14544,P25787
Q92542,P35557
Q9NTI5,Q9UBZ4
Q14683,P20807
Q7Z465,P37275
P18465,P12314
P08238,Q9UFF9
P47928,O94905
Q96QH2,Q13155
Q99747,Q9UNE0
Q13489,Q9BU61
P28062,Q9GZX6
P09603,P26641
Q8WYP5,Q5W0Q7
Q15363,P26717
P26992,O43707
P20336,Q9NP64
Q8TEY7,O95429
O75496,P10827
Q13416,Q9Y243
P06753,Q12929
P17947,P12980
P05120,Q9BZI7
Q09470,Q7L5Y6
O95235,O75604
Q8TDY2,Q5MJ70
P05109,O43307
Q16543,P15153
P41134,Q9BZI7
O00186,Q8WZ74
P55327,P25189
Q9H840,Q9Y2Y1
Q7L1Q6,Q8N3F8
P02545,O00567
P27708,P15018
Q8WWN9,Q9NRW1
P81877,P19320
Q19AV6,Q92917
P11142,Q92838
Q9BY77,Q70CQ1
P46109,P99999
Q14749,Q9NYB0
Q9Y5P4,Q92570
O95639,Q9NWZ3
P51681,Q96EP0
P19544,Q9UPU9
P08700,Q9UJA5
P62253,Q7Z5K2
O15031,P15153
P12273,P23229
P61254,O00308
P52756,Q15131
P49642,P01031
Q15653,P61619
P13688,Q6PJG6
P51817,P49238
Q96L34,P24278
P78324,O43257
Q02413,O60256
P46976,Q9UKK3
P25786,P23025
O00221,Q9BUL9
Q02930,Q8NCE0
Q9NYF8,P63261
P06400,Q8IVP5
Q96II8,P41236
P42768,Q9H9A7
Q9UPW8,Q9UKY1
Q15388,Q8WTR2
Q6NYC8,Q13277
O15273,Q14669
O00712,P30988
Q9UI26,Q9H6T3
Q9UKC9,O75461
P55042,Q9H7Z6
O75446,Q13887
Q96B67,P14543
O75626,P43356
Q92564,O60231
Q8NHG8,Q14686
Q08209,P15173
P22695,Q96KQ4
O15550,P34130
Q96PU5,Q9Y6Q5
P23396,Q9Y6W6
Q9H3M7,Q9UL63
O15273,Q92540
Q9BVP2,P62508
O75581,Q15459
Q9Y572,Q9H444
Q9Y620,Q9UBT6
P35869,P19419
Q9UBK5,P98155
Q9NRR4,Q86XE0
Q9UHY1,Q15562
Q9NQY0,P21675
P13598,Q9UBI1
P62875,Q9NRG4
Q15555,Q8IY57
Q14019,Q99626
Q8WZA2,Q9H3S7
P49755,Q8NB16
Q13952,Q14241
P07711,P67870
Q9BWU1,P53803
Q06418,O43663
O00124,Q03518
O00300,Q9UPM8
P55884,O60885
P51003,Q02413
Q6ZN18,P09429
O75145,Q8NHG7
O14810,P85298
Q9UI95,Q8TF05
Q96NB3,Q9Y5P4
Q92556,Q16537
P56159,Q96LD8
O43593,P52298
Q7Z3Z4,Q02223
P59780,P61970
O75335,P53365
Q92831,P00374
Q03001,P52799
Q15109,Q9GZU2
Q9NP77,Q96JC9
Q8IWZ3,Q8N684
P20827,Q9NRY2
Q9BSJ2,O95251
Q99697,Q2TAY7
Q86WX3,Q86XK2
P55210,P19532
Q3KNV8,Q9Y587
Q99081,Q9NXV2
Q13554,Q9H251
Q16621,P02679
P21781,P63215
O60285,P61081
P15976,O95999
Q9NS28,Q9NY12
O14974,P13693
Q12815,P17812
P58753,Q96DY7
Q9NR77,O95863
P14316,Q4G0F5
O75147,Q9NR33
P09693,Q9NRG4
Q9UNH5,Q9NT62
O15524,Q9UDY2
O43808,Q12778
P42773,P13688
Q96PU5,P26006
Q7L590,Q06643
Q8WYJ6,Q86SQ9
Q9Y210,O14965
P17600,Q92608
Q9H7Z6,Q8IYB3
P54284,P57775
Q9BTW9,P0CG13
P35221,P04637
P18848,Q5U5X0
P55789,Q9BYE7
Q70CQ1,Q13087
O43524,Q9BVI4
P32971,Q13901
Q15363,Q9NRR4
P41145,P26583
Q92831,Q9UPT5
Q8ND04,P50542
P56270,P49917
O00623,Q04323
P02679,Q9Y4J8
P02730,P07315
Q14185,Q8TF40
Q9UJM3,Q9UQ26
P27815,P52655
Q02750,Q9UJT2
Q9Y2U8,Q4VCS5
Q6X4U4,P49959
Q16667,O60437
O95544,Q92985
P24522,Q9UIG0
Q9H4B4,Q96I25
P34741,Q99623
O94762,Q9HAJ7
Q8IXI2,O75175
Q13542,P28360
Q8WUM4,Q13291
Q9NRM7,Q9H9E1
Q9UHB7,O95373
Q08AG7,P29474
O43426,P54646
Q9UHD9,P80098
O00198,P13671
O14746,Q04695
Q9UFF9,Q9NS00
P13984,Q9H0A8
Q99569,Q9UPN7
P49023,Q9H4M9
P09467,O75689
Q9UQK1,P98164
P02786,Q9UBR4
O95407,P52735
Q9UFF9,P18084
P17844,Q8N1F7
O96028,P20618
P54764,O94889
Q9C0K7,P15153
Q14449,Q96BD5
Q9BV68,P60033
Q96EQ8,P32246
P43243,Q7Z6M2
P16471,Q8WYA6
Q969J5,P62277
P17612,Q15311
Q96EB1,P18084
Q96H20,Q6P0N0
O75915,Q8N3L3
O75800,Q13427
P01127,O15519
P09493,Q05516
P02545,P52298
Q9Y219,P08476
Q14457,Q96A56
P43405,P61371
Q9H939,P22392
Q9UKC9,Q9NXV2
P32302,Q9GZT8
P12755,Q9Y3A3
Q00005,P29322
P03952,Q99759
Q8WVK7,Q04721
Q14739,Q9UKA4
P09211,Q9UBP5
O14974,Q9Y4J8
Q8IVP5,Q96IY1
Q8NHG8,P42680
P01889,O14497
Q9Y4R8,Q6AHZ1
P18754,O95696
O14599,O43390
Q00537,O75478
Q9H8S9,P08476
P78559,Q7L591
Q9UKK6,P22303
Q9Y4K3,Q96SD1
Q96SD1,O75791
P25054,O14511
P13725,O95602
Q9H4E7,O14948
P07437,P01130
Q8N1L9,Q8WW38
Q8WTS1,Q99640
P48509,Q9Y5X4
Q12879,Q96JN8
P56524,O60934
Q13547,Q0VDD7
Q05193,P29350
Q12959,Q9Y243
Q9UHQ1,Q03014
Q15650,P43686
P24928,Q9NV56
P62306,Q8IX07
O43660,Q9GZQ8
Q9HAW0,P49368
P48506,P09972
Q9H1A4,Q9NP97
P08621,Q969H4
Q9NSC5,P62753
P15918,Q14451
P29376,Q9UKA2
P09326,Q05048
Q15475,P98155
Q9H2S9,P11474
P19878,P35398
P78504,Q13951
Q01831,Q5VT25
O15230,P30622
O75909,Q9HAU4
Q96N64,Q9Y3Q8
P49716,P02763
P21506,Q99832
Q9HBI0,Q8IYF3
Q9HBH9,P25116
O00291,P28907
Q9H3Z4,Q14524
Q9NP77,Q9NX08
P24592,P15018
Q15019,Q9UL46
Q9H0R8,Q14152
Q08722,P27701
Q9Y210,P16284
P02774,Q99584
P07737,Q15835
P55196,P25800
Q66PJ3,Q9UKV3
Q8IWT3,P50542
P16403,P46060
Q96SU4,Q9Y2K6
Q96EF6,Q13319
Q96B01,P52907
Q14116,P19838
P14324,Q9H0E9
Q8TB45,Q2M1K9
Q9NS56,Q13033
Q06190,P27540
Q9H0E3,Q99698
P32004,Q15388
P06213,O95365
Q04206,Q9UPZ3
Q99547,P12814
Q9GZQ3,O14745
Q96KR1,Q9NXR1
P09429,P00742
P10276,Q15393
Q7L2Z9,Q9NR55
Q16394,Q8NI22
Q9Y5W3,Q96HS1
P31629,P43119
Q13616,P13501
Q9C0C9,A5YKK6
O43516,Q9H0E9
P50747,Q9UPN3
Q9UKX7,Q96P70
Q9H4G0,Q96EQ8
Q9BWU1,Q16181
Q9Y2K2,P46736
P13693,Q15389
Q99665,O75175
Q14626,Q05639
Q9Y294,P12814
Q9H4X1,Q9UBN4
P55771,P09874
Q14626,P06748
P11234,P01040
Q9UBJ2,Q8IXJ9
Q8TEK3,Q9P275
P01116,P31749
P41220,Q68CZ2
Q99653,Q9NPD3
Q96KR1,P32856
Q9NTJ3,P09038
Q6ZMK1,Q9H9Q4
Q495M9,Q9NYF8
Q9Y6R0,P62491
Q16649,Q9Y5B0
Q9UQ84,O95487
Q8N5C8,Q8NFJ9
Q99653,Q96EV8
Q08211,P60842
Q9C026,Q9UG01
Q06265,Q9UKT7
P04083,P06730
O75807,P16410
Q96RN5,O14776
Q12959,P05023
Q9UJU2,O95232
Q53GL0,O43482
Q9Y333,P32121
Q96BK5,Q08043
O95376,Q99666
P62266,O00305
P13804,Q8WW38
Q13705,Q9BUL9
O14625,Q99575
P18146,P49750
P28074,Q96T58
P51587,P57678
Q9BVI0,P51178
Q12972,P57078
P41002,Q92542
Q8WVC0,Q9NWS0
Q9Y2Y9,O14727
Q53GS7,Q8IZJ6
Q08117,Q9BSL1
P19235,Q9H6R0
Q9NPB6,Q9H0W5
P08949,Q9NRR4
P12259,Q12769
P62750,Q13936
P28070,Q96QV1
O76031,P61619
Q03181,P04066
P23467,Q5VV67
Q8NC51,P01584
Q9Y6Y9,P25774
Q99832,P08047
P15018,P51636
P49715,Q9NQ29
P01374,Q99942
A5D8V6,P49763
Q9H4M3,Q9UHR5
Q00610,Q92519
Q969T9,Q8N556
Q9UNN5,P22692
P11387,P08962
Q66GS9,P08151
Q9BS18,Q9Y2W7
P52298,P55055
Q9GZR7,O75529
Q9H9Y6,Q9NS00
Q6Q0C0,Q92904
Q9H6Y7,Q9NPG3
O75915,P37840
Q6UB99,Q9Y508
P62714,Q5VZM2
Q9NP98,O43353
P18075,Q9Y6E0
P02647,P01023
P12081,Q9UQN3
P32121,P07992
O43390,Q7Z434
Q8NI35,Q9NR33
Q8NAV1,P55197
Q6P4Q7,Q8N5I2
Q9H3U1,P09958
Q6UXL0,Q9Y6W3
Q14691,Q13895
O75376,O75369
Q04759,Q06265
P10155,P62191
Q7Z4G1,P25815
Q96A56,P41240
Q14141,Q07960
Q9H0C5,Q9Y574
Q99570,Q14181
P38159,O94813
Q08380,P14778
Q13888,Q9H668
O75369,Q99418
Q96B97,P55060
Q7Z5L9,O00291
O43278,P26641
P17301,Q9NRG4
Q9ULZ2,P49715
Q92985,O14948
Q9UPW8,P09917
P26651,P55055
P31947,Q7Z6A9
P22087,P62318
Q9NPB6,Q86UE8
Q8IXJ9,Q08AG7
Q8WVB6,Q96EP0
Q96EF6,Q8WYA1
P27540,P07992
P24863,Q96BD8
P46108,Q9NZC9
Q14116,Q9BXM7
O94992,P42773
P00488,P17535
Q16621,P52630
P51151,Q9NRI5
Q9UHD9,Q14258
P78337,Q13705
Q07890,Q9UKJ3
P30622,Q9UBT6
P49915,Q9H0A8
Q9H175,Q9UBW7
O94776,Q9P253
Q9H582,Q6ZVD8
P62917,Q16644
O60447,Q9P2B4
P49639,P20807
P46100,P43627
P01009,P98155
Q6FIF0,Q9UPM8
P49069,Q8NB12
Q16656,Q8N4P2
Q9NVC6,P49750
P46937,Q13315
P20138,O00443
Q9UMX0,P49795
Q9Y572,P32121
P20265,Q07955
Q99619,Q9BYM8
Q96HA7,Q16543
Q5VST9,P13598
Q9P086,O00186
P68366,Q86XR7
P51681,P30086
Q06828,O60244
P30273,O95758
P01189,Q5VVQ6
Q8NCD3,Q96T23
O15315,P53992
Q9Y2X0,P16144
P48357,Q53EL6
O43929,P38432
Q9Y375,Q14183
O75444,Q8N3V7
P10147,Q9BU64
P00451,P07204
Q12830,Q9HD42
P48553,P15382
Q96DE5,P15382
O60907,P12081
Q8WU17,P30305
Q9UI95,P46821
P02730,Q9NVI1
Q9Y5V3,P35251
O75832,Q99576
Q9H6Q3,P00751
O94842,Q9UHR5
O43186,O14662
Q8WYQ5,Q9BVG8
P51617,P15036
O14810,P22001
P07996,P09326
P18887,P67809
Q12846,P49760
P06241,O75800
P09467,P25205
Q9C0K7,Q9NYJ8
Q12996,Q15836
P15170,O15211
P11387,P05129
P55085,P42081
Q9HBW0,O43602
O75446,Q92499
O00625,P05129
Q9Y4D1,Q9BXS0
Q5W0Q7,P28827
O43395,Q7L0Q8
Q495M9,Q9H4B6
O95801,O75494
P06858,Q68CZ2
P55854,O15350
Q6ZSG1,P49116
O95229,Q8NBP7
P62306,P62875
Q14722,O60894
Q9UPQ9,P52790
P30086,O43488
Q96P70,O14925
Q9Y3I1,Q9NVD7
P20963,Q9GZT8
P69905,Q92530
P25391,Q14814
Q96B01,P20042
O95967,P53618
P54278,Q9P2Y5
Q03468,P02679
Q53GL0,Q9ULJ8
P17676,O95429
Q9UKV3,Q9NPQ8
P43686,P49754
O00253,P61225
Q9Y2W7,Q92993
Q8TEC5,Q96DB2
P02766,O75052
Q8WYP5,Q9NP98
P63165,O15031
Q15583,P55072
Q9BU61,O95644
Q86U06,O75525
P54764,P27540
P07333,Q52LR7
P35227,P28907
P25685,P17152
Q96JZ2,Q9Y4B4
P04049,P49910
P35222,Q99814
P15863,O43663
P60604,Q9UBY0
P51451,P46934
P26842,Q14657
Q16543,Q9Y6H5
P50613,P36873
Q96T88,Q9UH92
P29475,Q9Y2D8
Q5VTB9,Q9HD67
O00206,Q9ULC4
O15018,P62906
P07333,Q12929
Q9HBI1,P61006
Q9H869,Q96J84
P83916,P12544
O00625,Q9UL54
P21941,P37840
Q33E94,P61604
P52756,P08962
P35240,P21860
P78504,Q13163
P27815,Q9H5I1
Q13464,P05549
Q14192,Q9H1R3
P42704,Q86X83
Q10570,Q9NWF9
Q9NZI2,P15408
Q9UJX2,P09496
O75081,Q9H0D6
O00567,Q96F86
P26885,Q16644
Q9Y272,P12755
P56962,Q9BQG0
Q99523,Q9UBQ5
P61158,P30260
Q16829,Q96CA5
Q14994,P30533
O60494,Q9BS18
O95295,P35658
P30533,P49327
P49354,Q96B67
P18146,Q9UJF2
Q8TBZ3,Q8N3X1
P23025,Q9UIU6
Q9BTW9,Q05516
Q16394,P15692
O14578,P19174
Q15208,P62328
Q9BUI4,P30203
O15533,O00273
O00763,O00287
Q8N2Z9,Q9NR50
Q02878,Q99598
P58004,O75791
Q9UGI8,Q08945
P47985,Q5T7V8
Q9Y5X4,P12544
Q96RU7,P10244
Q9UM13,P38646
P53803,P02647
O60825,O94979
Q96RU2,O14893
P52756,O00401
Q5T4F4,Q96T23
P54105,Q14746
Q9H492,O00512
Q13472,Q86Y01
Q13356,Q9HBM6
P15374,P21860
P20265,Q14240
O60711,Q9UIF9
Q969H4,Q9UBY0
P23467,P30520
Q9NPH3,P49715
O75529,P13671
O60244,Q8TAM2
Q96KN7,P11277
Q15785,P40818
P10145,P50281
P47755,P51172
Q15906,P08670
P61289,Q9NZC9
Q9H9C1,Q9NYJ8
O95336,Q9H9E3
P57739,Q16587
P62333,Q7L5N1
P19105,Q92882
P78413,P29322
Q86XE0,Q68CZ1
Q99081,Q07020
Q9BUE0,O00451
Q9C0C7,P10144
Q14990,P49848
Q9Y483,Q6ZSG1
Q9Y253,P02741
Q15185,O75460
Q96IY4,Q15762
Q86W92,P30556
O60927,Q15208
Q12852,P50213
P24855,Q15746
O95198,P23760
Q14137,P11802
Q9UKT7,P12980
Q9Y272,Q9BQA1
Q92956,Q96G21
P30154,Q7L576
Q9UNA4,Q9Y2M5
Q9ULJ8,Q09470
P31152,P61086
Q9Y2Q5,Q6R327
P01588,P17480
O43914,Q9Y3T9
Q9UNP9,O43597
O75030,Q00722
O15068,P14625
Q5TGY3,Q96L92
P61626,Q8TDY2
P14324,Q96L92
Q9P2J5,Q9ULV8
Q00577,P36954
Q9NQU5,Q15233
Q9HA65,Q99961
Q8N556,P17706
P39748,P24723
O95600,Q92625
P46734,Q9NVU0
Q9HAV5,P23396
O60729,O95544
P23508,P62318
Q9NP31,O75628
P08311,Q96EB1
P08519,Q9UKS6
P11233,Q13107
Q9NVC6,Q9P032
Q01664,P61163
P16112,P38159
Q6PKG0,P15407
P46782,P30154
O95602,Q9UPZ3
O14519,P06702
Q96A56,P04628
Q9BUX1,Q9H211
Q86YR5,Q14114
Q14134,Q13322
Q9NRF2,Q9UQK1
Q86XL3,Q13127
Q96MF7,P48509
Q02447,Q6ZRS2
Q96CN9,Q5TD97
P29622,Q8NHY5
P57087,Q9NPF4
Q8WYH8,P35228
P05388,O15027
Q01453,Q9GZX6
Q8TAG9,Q08050
O95544,Q3V5L5
Q9BXW4,Q9ULW0
P51817,Q12774
Q9H4E7,Q9UKT9
Q14674,Q13555
O00567,P51843
Q8IWV8,Q13489
Q9Y2V0,O00451
O94973,Q92797
Q9NY27,P17480
Q71F56,P61247
Q14247,O95628
Q5TKA1,P17813
Q9UJW3,Q12824
P61619,Q86XK2
Q9Y5Y5,Q9Y230
Q93034,Q02952
Q13402,Q13322
Q9NY33,Q99436
Q53GS7,P12644
Q16254,Q16890
Q969F2,P30048
Q9BRV8,Q9UPY8
Q8NEU8,P20337
O95336,Q13061
Q8N2Z9,Q9NZC7
Q9Y2Z4,Q8TAP6
Q9P2W3,Q8IWZ8
P31947,Q8N684
O95571,Q02363
Q15054,Q9BYE7
Q13077,P30622
O94874,O43264
P62875,P61081
Q9UI09,Q7L523
O60907,Q9C0J8
Q5HYK7,Q9UH77
Q15633,P02774
Q01974,P22307
Q04771,Q9HB90
Q14686,O14641
P63165,Q13094
Q99967,Q71DI3
Q96HE7,Q03518
Q16656,P55196
Q8IVT5,Q7Z6M2
O14613,O94889
P42768,Q9Y5K5
P52948,Q16828
P26373,Q13061
P49757,P50461
Q9Y3C4,Q5S007
Q13503,O43432
Q8WUF5,O00148
Q9H2X0,Q9UGK8
O95257,P07237
P34741,P20701
Q9Y3C8,Q12802
Q9UJX6,P20810
P22607,P62508
Q9GZS3,P05549
Q01844,Q99638
Q9H461,Q8N2Q7
P16885,Q92844
Q96BD5,O14649
Q04637,Q92783
O14578,Q9H2S9
Q12947,Q9C0C4
P49798,P42261
P78345,Q9NYY1
P21127,P11473
P13671,Q8WVK2
Q9BRB3,Q9P287
Q9NPB6,Q9UL18
Q14155,Q9Y2X8
P07225,Q9UBT6
Q16555,P05813
Q9H1K1,P56178
Q9HB19,Q99697
Q96RK4,P50914
Q13425,P35237
Q7L273,Q9BYG5
Q14681,P56282
Q5T3J3,Q9BV73
O95967,O75061
Q92882,Q14112
Q8IWS0,Q9NVX0
Q14746,Q13507
Q8TCG1,Q15303
Q13127,Q14197
Q6QNY0,O95373
Q71F56,Q9Y5R8
Q9UKC9,Q9H3U1
Q9HC62,Q9Y243
Q9H4H8,Q9UI47
Q9UNS1,Q15404
Q13884,Q9ULV0
Q9UBC2,P68363
P53396,P26045
P09455,Q13409
O60895,O43593
Q9NZV8,P09564
Q16288,P50591
O75317,Q9UM73
O14757,P02708
P23560,P23193
Q02763,P36897
P11831,Q7Z589
Q9H4M3,Q08117
Q96S96,P19404
P17275,Q9Y6D6
Q14722,P53805
Q9Y6K1,P17542
Q96BH1,Q15596
Q9P2J5,Q9UHD8
Q5VVQ6,O60232
O14519,Q9H1R3
P49336,P10589
Q96PM5,Q9H0U4
Q70IA6,O15297
Q13045,Q13163
Q9BQA1,Q16623
Q9ULG1,Q9Y5X4
P51692,P30153
P62191,Q9UQC2
P21127,Q8IZP0
Q9ULM6,P04628
P29597,Q9H422
O14950,Q6ZW49
P13760,P17252
O75446,P16157
Q9Y4E8,Q13505
Q8N729,Q8TAM2
O14980,P19256
Q9NQ25,P42166
Q8WUI4,P30460
Q9H8S9,Q9NVR7
O15116,P35998
O00512,Q13761
Q92918,O00429
Q92574,Q13541
P16860,Q13740
P42336,P35221
Q6ZVD8,P50914
O14746,Q6P1J9
Q9C086,Q8WXH0
P09914,Q9Y450
P21796,Q9UNM6
Q5T4F4,Q13107
O14744,P25789
Q02487,Q9BWN1
Q9NSK0,Q8IVI9
P11388,Q9H8S9
Q14626,Q99615
Q7L273,Q16829
Q30201,P06748
Q6MZQ0,Q13114
P31323,Q9HAJ7
P51787,P40429
O43913,P61968
O43734,Q9BY84
P13569,Q9UIB8
Q96NW7,P19838
P20042,O75663
P38117,Q9H0Y0
O75146,Q15788
Q9BUJ2,Q9BTC8
Q99436,O95721
O14578,Q92730
Q96EP0,P46019
Q9BRP4,P08758
Q9UBD5,O00499
P16615,O00541
P11441,P62070
P13501,O15533
O95983,P52435
Q02223,Q6PJG6
Q8NDX5,Q6PH81
O60645,Q9UBE8
P21781,Q8NB12
Q8TD46,Q9UKY1
O43808,P40938
Q6IE81,Q9H2G9
Q96LI5,P35606
P62913,O00165
O75586,Q9GZN8
Q9Y478,Q9BRK5
Q9NZL4,O75489
P34741,Q9Y3C7
Q96KJ9,Q92830
P78317,P49821
Q99684,Q5TKA1
Q96RU7,Q99623
O00757,Q96IY1
Q8NFG4,P08908
Q92974,Q9P0U3
Q02447,Q96DE5
Q15633,Q969H6
Q15942,Q8NCM8
P23769,O75843
P31314,Q9Y587
O60741,P04150
Q5T2W1,Q96N96
P63215,Q15835
Q7Z4G1,O14893
Q5T5X7,P10588
Q8IWZ3,Q9BRB3
Q86U06,Q6FIF0
P56589,Q96CG3
O95475,Q9Y4E8
P38919,O43593
P68036,Q96IZ0
Q86X83,Q9BU64
Q9P0K1,P54368
Q9H2K2,P52907
P68543,P35637
P50991,P46736
O15020,Q96T23
O14795,O95831
Q9BQQ3,P13805
P18206,O43427
P09917,Q9H6U6
Q96CF2,P26640
P08922,Q06455
Q7Z494,Q92793
P37287,Q96F86
Q9Y3Y4,O60832
Q9NZL4,Q9BXL8
Q86U70,O75582
Q92997,Q00987
Q9Y535,Q86VQ0
O15539,Q6PH81
O60664,P84085
Q9NRY2,Q9H9E3
P46087,P24468
Q6N021,P0C0S5
P62837,P04075
P01135,P28069
Q15465,Q96QC0
Q9UHD9,Q99618
P38919,Q96T58
O95785,Q9UHN1
Q14134,Q969G3
Q68CZ6,Q9NPC6
Q13595,Q13618
Q15628,Q3LFD5
Q8N3Y1,P08574
P42262,P00736
Q8N2Q7,Q9P000
Q15572,Q8WXE9
Q8NBZ0,O60264
P14618,Q6WKZ4
Q92968,Q14145
P27701,Q96D31
Q9UNP9,P55010
Q06418,Q8IWV8
Q13547,Q99835
Q15119,Q8N5I2
P62244,P98172
Q14192,Q96M94
P30542,Q5VWG9
Q07864,Q6IAA8
Q68E01,P06748
O76070,Q8WVD3
O15530,Q99666
P40337,Q96RU3
Q13216,O95863
Q99741,P50616
Q9NP98,P48378
Q9UFG5,P08247
Q3ZCQ8,P43628
P25067,Q9UPN3
P04049,Q8NHZ8
P22415,Q9P0K7
Q9Y2H1,Q9UJX3
O43187,P38432
Q9P0K1,Q03405
Q9NRA8,Q9H9S0
P00492,Q16666
Q8WVD3,P60660
P16619,Q92608
Q9H840,O75448
P43356,Q8IU81
O15205,P21731
Q92786,Q13287
Q6VVB1,Q969P5
P49792,P84996
Q9P0U3,Q92830
Q9UBK2,P05156
Q07021,Q9BZI7
Q13137,Q9Y4J8
P49716,Q9Y6E0
P61981,P62913
P25490,P26651
P51812,P18859
O14490,Q01826
P47900,O95400
Q8N556,P19419
P60866,P40616
O43143,O60739
Q9UI26,Q8IX03
Q75N03,P63010
O95817,P02730
Q96CW5,Q9H7Z6
P84077,Q96SB8
P09958,O96017
Q9BSM1,Q9UBF1
Q14315,Q9BZJ0
P54274,Q14681
P46060,Q13057
P09496,P25391
Q96T23,P53992
P38117,Q70EL2
Q9BY67,Q9HAZ1
P78362,Q92599
Q9P2N7,P00519
P49427,Q08334
P60903,Q9Y3B2
P19474,Q9P0V9
Q13951,O00470
O95140,Q7L5Y6
O95149,P28069
Q9Y679,P10828
Q8N729,Q7RTV0
Q9BZL4,Q08397
Q9HBI1,Q6ZRS2
Q8WXI2,Q9NTI5
P61254,P10244
P15692,O14933
Q13257,O00141
P50150,Q969T9
Q13951,Q02297
Q9H1J1,Q5VWQ8
P18545,Q9BT25
Q6QNY0,Q92542
Q13319,O00522
Q5MJ70,O75970
P02686,P07947
P04080,Q9H981
O95785,O75061
P21860,O75969
Q16620,Q8NHL6
Q15022,Q9Y244
O15371,P03951
Q96BD6,Q8NHW3
O60603,Q13867
Q06124,O43187
O60486,Q15555
P24588,P25789
Q99497,P23142
Q8NC69,Q9BY43
Q9P2M7,O60232
Q7L9L4,Q9P275
Q9NZL6,O00625
O95999,Q9UKS6
Q9NZN9,P30260
Q9NQX3,P52952
P51808,Q9Y2Z4
P57796,Q92917
Q8N3F8,P51168
O75628,Q02297
Q9H422,O00213
Q9Y4D1,Q8WVY7
Q14149,P67775
P09234,P55010
P54284,Q96RT8
Q96F07,P67870
Q9BZE9,Q9UNE2
P62312,Q9UNE7
Q13113,P12314
Q9H2X0,Q05639
Q8TCY5,Q9NVD7
Q8IUC6,Q8WW38
P09693,Q71F23
P27815,O75439
P06870,Q13642
P17936,Q99743
Q15649,P78348
P02671,P17096
Q14161,Q9Y2Y0
Q12879,O75369
Q9NRA1,Q8IWY9
Q9NS56,Q9Y2W7
Q13888,Q9UBY0
Q13554,Q9HAU4
O94952,Q9UPU9
O75164,P56693
O60941,Q9BZE4
P20700,Q9UMW8
Q8NEU8,Q9UHQ4
P19634,Q9BUB5
Q13232,P55089
O43187,Q9UI14
P08588,A8K8P3
O95685,Q9UBF8
O95297,O43808
Q96A72,P22460
Q15475,Q06190
O43143,Q9BZE4
Q9NTJ3,P23511
O15155,P21802
P15502,Q5T6S3
P17931,Q9Y5P8
P23284,P04075
Q13356,Q9H3U1
O60832,P01583
Q9HAJ7,P02745
O14649,P48167
P40926,P60660
Q9BWT7,Q99732
Q9BZL4,P12544
Q9UJT2,P35548
P11142,P05109
P62701,Q7LBR1
Q6NZY7,P18510
P26006,Q9NZD4
Q5SWA1,O00622
Q8WYA6,P00505
Q8NHG8,P50990
Q33E94,Q12996
P26441,O15304
O60895,O95758
Q9P1U1,Q9BXK1
Q76N89,P51911
P49354,Q9H2G9
P36404,Q9ULZ2
O00463,Q13277
O43847,Q7L3B6
Q9BRV8,Q13617
P51172,P14635
Q6ZNE5,Q13332
Q96HN2,P55042
Q96L34,Q8N3R9
Q9NVR7,P33032
P07101,P02741
P63215,Q9NQZ3
P39748,O95071
P01160,Q9NZU7
P25054,P50995
P08579,Q9Y3T9
Q13177,P01116
Q96LD8,P62993
Q9UHV7,Q9P0U4
Q14582,Q3V5L5
P04275,Q9Y3I1
P47897,Q9UKA2
Q8NCD3,Q96T58
P59780,Q9H1A4
O00311,Q9Y6W8
Q9BWC9,Q9BW71
P78352,P63104
P50222,Q15468
Q10570,P28161
Q07352,Q13887
Q06265,P20827
O14599,O75506
P42224,Q9ULB1
Q9UGN5,Q12913
Q99848,Q8NFH3
P20333,Q9Y3M2
P16591,Q16623
P23560,Q92673
O43313,O75478
Q9Y2W2,Q9H0U4
Q93052,Q8IUD2
Q7Z2E3,P25391
Q00597,Q9UDY2
Q96A47,O15116
Q9HAV0,P35998
Q86UR5,O75695
Q01718,Q9NPF5
Q8ND04,P99999
P12081,P62380
O14939,O14579
P29622,P14555
Q9NVC6,Q8WXH0
Q86UR5,Q00613
Q02223,Q9UKS6
Q8TBZ3,Q9UI12
Q9UJC3,Q9Y4Z0
Q9NRL2,Q9UKT4
Q92614,Q53G59
Q9UKI2,P48378
P02746,Q9Y2D8
Q96DY7,O95319
Q99828,O75940
Q9BUG6,P35916
Q01892,Q8TD31
Q8WTW3,O75323
Q14990,O96017
Q9NV31,Q9H2X6
P42704,P04406
O75865,Q6VVB1
P50395,Q92797
O60244,P25774
P08631,Q12841
